chat_name,thread_id,message_count,transcript
LE CERCLE DES ECONOMISTES AFRICAINS,412335439_908,11,"### CONVERSATION THREAD: LE CERCLE DES ECONOMISTES AFRICAINS
### METADATA: 11 msgs | 94286 mins duration
### TRANSCRIPT: 
[2020-11-15 13:59] Jéhu Nicolas Konda Yansa: [{""type"":""link"",""text"":""https://www.investiraucameroun.com/actualites-investir-au-cameroun/1511-15564-terminal-a-conteneurs-du-port-de-douala-la-justice-francaise-donne-raison-a-dit-mais-l-autorite-portuaire-conteste?fbclid=IwAR1lfDHBbVlODlClyQmoe8eGjPVRK4-THnoWVvfzGhMRon_tOn4QIqsMhqI""}]
[2020-11-16 03:56] Elisee Yonta: La suite c est quoi donc?
[2020-11-16 07:16] Jéhu Nicolas Konda Yansa: je n'ai pas eu le temps de creuser et je n'aurai pas le temps dans les prochaines semaines

je te propose Élysée de t'intéresser à ce sujet parce que de mon point de vue est l'un des premiers de ce qui sera une habitude dans les années qui viennent
la lutte contre les intérêts économiques et financiers français mal négociés (hevecam, socapalm, ...) va se passer de plus en plus sous cette forme: procès et arbitrage. Le Cameroun aura besoin de beaucoup de brillants avocats d'affaires
[2020-11-16 11:24] Elisee Yonta: Il y aura zero lutte. Il s agit de contrat entre l etat du Cameroun et des multinationales. Je ne peux me prononcer tant que j ai pas vu les contrats sinon on specule
[2020-12-10 02:02] Jéhu Nicolas Konda Yansa: [{""type"":""mention_name"",""text"":""Elisée"",""user_id"":917349384},"" Voici le reportage que je cherchais pour illustrer le gros impact des tribunaux d'arbitrages et des avocats d'affaires ds le business et les accords commerciaux entre multinationales et états (ou collectivités locales),... \n\nPrends le temps de regarder bien (si tu accélères le déroulement de la vidéo sur youtube, tu y investiras 45 minutes ou 1 heure au lieu de 1h30).\n\nVoici là où il y a le vrai nkap. \nSon impact sur les décisions de gouvernance locale. Il se trouve que Marie Arena (la diaspora camerounaise part souvent \""pleurer\"" chez elle) y intervient. \nCe n'est pas pour rien qu'aux USA, le pays du business, les avocats sont des demi-dieux. \n\nOn aura beau chasser Bolloré du port de Douala, si des documents/accords ont étés signés à la légère par des gens à Yaoundé et que ceux ci engagent nos ports, sols, sous sols, grandes entreprises, ... des fois même un changement de régime n'annule pas ces accords facilement. \nTechniquement, ils peuvent nous trainer en justice au point de gagner des sommes encore plus forte que les bénéfices net de l'exploitation d'une concession.\nC'est le terrain de jeux des avocats d'affaires. \n\nDans un pays sérieux, Néossi pourrait exiger des milliers de milliards de dédommagements et manques à gagner à des élites du Sud et hauts fonctionnaires et l'état pour ces affaires de terrains de la Vallée du Ntem aux titres fonciers annulés (via des avocats d'affaires).\n\nRegarde le reportage, \n"",{""type"":""link"",""text"":""https://youtu.be/00e4dtFGEE4""},"" \nil est assez instructif. \n\nC'est à  se dire pour conclure : \nBénis sont les peuples qui n'ont rien ds leur sous sols. Leurs richesses futures ne vient pas d'un héritage, mais de leurs cerveaux et labeurs (South Korea, Japon, etc VS RDCongo, Irak, Lybie, etc). \nLa richesse qu'on hérite là n'est pas bonne. C'est des fois le poison ! \n(Différence entre le système français où on est riche par héritage/transmission de père en fils et le système américain où chaque génération construit sa fortune....les enfants des Buffet, Gates, ...qui eux même n'avaient pas des parents hypers riches seront à peine milliardaires)""]
[2020-12-15 03:16] None: Bonjour M. Konda Yana, malheureusement la vidéo que vous partagez n'est pas accessible pour nous sur le contient car c'est bloqué. Y'a-t-il une possibilité de la télécharger et de la partagée inbox? Je suis à Douala et je n'ai pas accès à la vidéo. Merci pour tout ce que vous faites.
[2020-12-15 07:04] None: [{""type"":""link"",""text"":""https://youtu.be/Pngc5ugNboQ""}]
[2020-12-15 11:53] None: Merci M. Kamwa. Ce lien marche
[2020-12-15 12:13] Eric Ngatchou: [""Merci "",{""type"":""mention_name"",""text"":""Elisee"",""user_id"":917349384}]
[2021-01-19 10:43] Jéhu Nicolas Konda Yansa: Je disais ceci plus haut : Bénis sont les peuples qui n'ont rien ds leur sous sols. Leurs richesses futures ne vient pas d'un héritage, mais de leurs cerveaux et labeurs (South Korea, Japon, etc VS RDCongo, Irak, Lybie, etc). 
La richesse qu'on hérite là n'est pas bonne. C'est des fois le poison ! 
(Différence entre le système français où on est riche par héritage/transmission de père en fils et le système américain où chaque génération construit sa fortune....les enfants des Buffet, Gates, ...qui eux même n'avaient pas des parents hypers riches seront à peine milliardaires)

Et la lecture ci dessus me conforte dans cette pensée. 
Svt, le meilleurs héritage qu'on puisse laisser à un enfant c'est : presque rien sur le plan matériel; plutôt le souvenir de notre labeur pour faire réussir notre vie qui pourrait l'inspirer. Un exemple que presque tout est possible
[2021-01-20 01:26] None: Voilà pourquoi un Claudel noubissier encourage à laisser son enfant avec les dettes 😂😂"
LE CERCLE DES ECONOMISTES AFRICAINS,412335439_1007,13,"### CONVERSATION THREAD: LE CERCLE DES ECONOMISTES AFRICAINS
### METADATA: 13 msgs | 5421 mins duration
### TRANSCRIPT: 
[2020-11-18 10:07] Elisee Yonta: Moi j aurais prefere une zone industrielle a la place d un mall
[2020-11-18 10:17] Thierry Feuzeu: C'est des étrangers qui l'ont fait. Ils ont des objectifs de rentabilité à beaucoup plus court terme. Une zone industrielle est beaucoup plus risquée pour eux.
[2020-11-18 10:39] None: Quelle est la différence fondamentale ?
[2020-11-18 16:03] Jéhu Nicolas Konda Yansa: BB vs BC

Usines vs Consommateurs

Technologie et autres grosses barrières à l'entrée vs Comptoirs  (ce mot me fait penser aux premiers blancs arrivés en Afrique) et Big datas des clients fidélisés par les cinemas, l'expérience du ""beau"" Douala Grand Mall; espace à selfies

Délocalisable ( dès les premières grèves, fin des incentives,...) vs Marché local à capter + implanter durablement le label Carrefour/France dans l'esprit de la ménagère

Amont du process et faible/moyenne valeur ajoutée vs Produits finis et autres friandises à forte valeur ajoutée (à cause du packaging)

Emplois stables pour moyennes à fortes qualifications (difficile à trouver) vs Emploi non qualifiés et instables de vendeurs jeunes, motivés, facile à remplacer et sous payés (mais bon ils ont la clim et une fiche de paie que n'ont pas les ben skin)

Retour sur Invest (ROI) lent/long vs ROI rapide et machine à cash flow

Si Dangote et les bamiléké ont commencé par la distrib avant de s'attaquer à la prod en usines c'est parce que l'inverse est hard. Demande à Elon Musk, il va te dire comment sa poche chauffe (avec les Tesla et autres machins spatiaux qu'il fait. Il a l'épidémie des ingénieurs qui pensent produit vs marché)
[2020-11-18 16:12] None: J'aime bien le fond de la pensée. Mais nous devons trouver des exemples pour faite adhérer. Il n'est pas utopique s'opposer à cette logique du business qui veut s'imposer à nous. J'aime bien me rappeler que le secteur de l aviculture chez nous à fait face à tout ceci et a réussi à faire sa place. Nous devons comprendre que notre place n'est pas de faire des sous  (même si cela n'est pas interdit ), mais de baliser le chemin pour un secteur productif fort.
[2020-11-18 16:27] Jéhu Nicolas Konda Yansa: Je suis mécanicien, donc je suis plus attiré par la prouesse technique et le produit. Je déteste cette réalité, mais malheureusement, c'est le marché qui dicte bcp de choses. 

Regarde la longue rivalité qui a apposé Nicolas Tesla à Thomas Edison, tu verras ce combat éternel entre vendre vite et se renouveler avec l'argent du client/marché (typique de américains) et la recherche appliquée financée par les gros sous des BA de la silicon valley (typique des européens). 

Donc pas de pro pour ton approche, mais il faut avoir la fortune de Musk pour accepter de jeter des milliards chaque années avant que ton taxi pour l'espace soit opérationnel et rentable. 
Si je fais comme lui mon bailleur me chasse dans 3 mois...
[2020-11-18 16:30] Jéhu Nicolas Konda Yansa: Mais rassure toi, loin de moi l'idée de dire que Douala Grand Mall a une plus grand impact que l'usine de Emmanuel Néossi par exmple. Je préfère de loin etre mécano à Kékem chez lui que directeur de Douala Grand Mall... Franchement. Lui c'est un pionnier pas une copier colleur comme les Grand Mall et Carrefour
[2020-11-18 16:32] None: Moi aussi je suis mécanicien, (je crois tout au moins que je peux me définir comme tel). Je dis juste que nous devons trouver des exemples à vendre pour montrer que effectivement il y a mieux à fabriquer qu'à vendre, bien sûr il est plus difficile de fabriquer.
[2020-11-20 11:19] None: Moi de meme
[2020-11-20 14:15] Guillaume NDE TENE: 👍🏽
[2020-11-22 04:25] None: 👍
[2020-11-22 04:28] None: Je te suis sur ce coup mais cest la loi du marché comme mon frère disait plus haut.  
Cest plus tard de produire d'abord que d'importer et exporter pour se faire un capital
[2020-11-22 04:29] None: Cest vrai"
Grasslands / Cercle des Économistes Africains,1887975741_711,11,"### CONVERSATION THREAD: Grasslands / Cercle des Économistes Africains
### METADATA: 11 msgs | 88 mins duration
### TRANSCRIPT: 
[2023-06-11 20:45] Eugenio Ngondji: Je crois qu'on a libéré la parole...je crois ça a probablement influence le live de Berry qui pour moi a été son meilleur live {rxn: ❤1}
[2023-06-11 20:53] Yves Talom: Tu as absolument raison
[2023-06-11 20:59] Eric Ngatchou: Yves tu crois que ce sera toujours intéressant de créer une communauté?
Je peux te garantir que ça ne marchera pas, y a un tel scepticisme.
La dame qui te demandait de montrer ton visage 🤦🏿‍♂️
J'ai noté un drôle de défaitisme chez elle.


Mieux respecter le thème du jour
[2023-06-11 21:01] Eugenio Ngondji: Je crois à présent c'est mieux de lobby tah tamo direct
[2023-06-11 21:03] Yves Talom: C’etait la premiere fois pour elle de venir au zoom et la facon dont Talla presente les choses lui ont fait croire Que nous Sommes le diable.
[2023-06-11 21:04] Yves Talom: Agree
[2023-06-11 21:07] Eugenio Ngondji: [""What exactly is his problem ? J'ai vu le Dr kamguia être désobligeant envers les gens, j'ai vu une scène incroyable où une dame se mettait à sermonner un autre membre...je crois si "",{""type"":""mention_name"",""text"":""Yves"",""user_id"":1831406297},"" était seul là bas. They would be ok, mais devoir maintenant répondre à une dizaine de personnes qui ont du répondant et surtout qui challenge les incongruités de manière frontale fait mal.""]
[2023-06-11 21:57] Eric Ngatchou: Elle q fait un voice dans le forum, j'ai voulu réagir mais c'est pas la peine. Laissons couler et préparons nous pour le jour relatifs à la renaissance Bamiléké on nuancera nos interventions {rxn: 👍1}
[2023-06-11 22:02] Eugenio Ngondji: I swear travailler avec les anciens est difficile...there's literally no change 😂 just an option for groups
[2023-06-11 22:04] Yves Talom: Le pire ils sont convaincus d’avoir toujours raison. Et Kamguia dit parler a l’oreille de Kamto 😡
Mais lisez ce qu’il ecrit justement dans une situation ou il faut avoir les bonnes data pour la bonne decision.
[2023-06-11 22:14] Eugenio Ngondji: au vue des reponses, je comprend qu'il est dangereux"
LE CERCLE DES ECONOMISTES AFRICAINS,412335439_1076,38,"### CONVERSATION THREAD: LE CERCLE DES ECONOMISTES AFRICAINS
### METADATA: 38 msgs | 17105 mins duration
### TRANSCRIPT: 
[2020-11-21 12:39] Boris Ngounou: LE PRÉSIDENT GUNEEN ALPHA CONDÉ, ET LE PATRON DE AFRILAND FIRST, PREMIÈRE FORTUNE D'AFRIQUE FRANCOPHONE  INAUGURENT CE JOUR LA BANQUE NATIONALE D'INVESTISSEMENT DE GUINÉE ( BNIG)
APRÈS AVOIR IMPLANTÉ DES FILIALES DE AFRILAND ET DE MC2 EN GUINÉE ET DANS PLUSIEURS PAYS OUEST  ET EST AFRICAINS, PAUL FOKAM  INAUGURE CETTE FOIS  EN PARTENARIAT AVEC UN ÉTAT SON ENTRÉE DANS LA BANQUE D'INVESTISSEMENT POUR FINANCER LES INFRASTRUCTURES STRUCTURANTES  EN AFRIQUE .
L'EXPERTISE DE PFK FAIT HONNEUR À L'AFRIQUE ET PARTICULIÈREMENT AU 237
[2020-11-21 16:51] Jéhu Nicolas Konda Yansa: Il cofinance le prochain Grand Mall de Douala; Le Neo Grand Mall en construction au ""marché Congo"". 

Afriland n'est pas seulement un banquier de détails (particulier); il migre depuis qq années vers la banque d'affaires, avec un scandale qui l'a un peu éclaboussé récemment avec l'affaire Dan Gertler (voir sa bio que j'ai faite sur wiki), le financement des médias avec sa fille, des formations avec son institut, et de plus en plus l'infrastructure (Usine de Cacao à Kribi, Congo Mall,...).

Je découvre avec le papier ci dessus qu'il finance l'investissement...intéressant; très intéressant; c'est le premier privé africain que je connaisse dans ce domaine. 
Paradoxalement, son argent qu'on accepte en Guinée, je vois difficilement la SNI l'accepter (Il entrerait dans les conseils d'admin des entreprises du portefolio de la SNI et la gestion sera différente !!!)
[2020-11-21 18:11] None: 👍👍👍
[2020-11-22 04:04] Boris Ngounou: Espérons que Néo achèvera le construction de l'édifice
[2020-11-22 04:55] None: Lequel ??

Jai appris que les copropio avec demandés le démontage de l'usine de kekem mais je ne connais pas les raisons.  Qlq1 pour m'expliquer 🙏🙏
[2020-11-23 07:55] Thierry Feuzeu: [{""type"":""link"",""text"":""https://www.investiraucameroun.com/index.php/finance/2311-15611-presse-par-la-cobac-le-banquier-scb-cameroun-veut-demonter-l-usine-du-transformateur-de-cacao-neo-industry""},""\n\nJe viens de découvrir l'article sur internet.\n\nJe n'ai malheureusement pas plus d'information sur le sujet.""]
[2020-11-23 09:44] None: Bonjour à tout le monde.

Pour avoir travailler plus de deux ans comment ingénieur mécanicien dans le domaine, construction des usines de transformation de cacao de café et bien autres produits de bouche, je suis très souvent étonnée des prix de ces unités de transformation en Afrique! Les treize millards dont il est question sont justes. Lorsqu une unité de transformation est développer et conçu en Europe ou en Amérique les salaires des ingénieurs et managers de ladite unité sont facturés selon les réalités de là bas. Je pense sincèrement qu aussi longtemps que nous n allons pas faire le nécessaire de concevoir et construire par nous même ces éléments, le prix de ces unités de transformations dans des marchés aussi lucratifs tels que le cacao et le café auront très souvent la mention ""accordés avec faute"". Le taux de rentabilité de ces structures sera laborieux. En effet 2 grandes sociétés dans le monde sont les papes de la transformation du cacao. Les firmes Barry Callebaut et Nische en ont fait leur chasse gardée. Ces seigneurs du cacao feraient même rougir les pays du gold avec leurs puits de pétrole tarrissables. Je vous invite à regarder les chiffres!
Dans cette guerre économique où les bénéfices sont nombreux personnes ne rendra la tâche facile aux futures entreprises africaines qui souhaiteraient y couper leur part du gâteau. Car les clients, pharmacie droguerie et bien être,  sont pour la plupart déjà entre les mains de nos papes citer plus hors. En dehors bien en tendu de la Chine et l Asie où des cartes sont encore à ouvrir. Neanmoins les pays de l asie de l oeust sont aussi des producteurs de cacao. Ce ne sera pas facile.
La vision serait la maîtrise absolue de la technologie avec pour impact direct la réduction drastique des coûts de développement, de conception et de construction. Une telle unité même à 6 milliards construite localement aurait des effets indirects dans l environnement immediat de la sous région. Et par la même occasion baisser les coups de production et mettant definitivement hors d état de nuir toute concurrence internationale. Vous verez alors certains dire aux états africains: 
- votre monnaie est beauceaup trop faible.
- concurrence déloyale 
- il faut réévaluer votre monnaie
- ...
La Chine a eu ce genre de discours a en plus finir. Sous l air Obama. Ceci démontre à suffisance la force et la sérénité d un pays lorsque technologiquement ce dernier est bien debout dans ses bottes.
En vérité les états du continent africain devraient investir massivement dans la maîtrise fondamentale de la technologie. Nous parlons bien ici de fondamentale et non juste de copié collé. Une petite image pour montrer à quel point l heure est grave:
- importation d europe des parentaux pour la filière poulets de chaire. C est de cela donc parlait le president Sankara.
- importation de lait à l huile végétale, nous buvons de l huile de palme et non du lait! L igname jaune des hauts plateaux possède bien plus de nutriments que ce lait importé.
- Razel est au Cameroun depuis plus de 50 ans alors qu une école des travaux existe. Le plus outrageant la présence de la filière ponts et chaussées. Quelle gifle!😔
- polytechnique, la crème de notre intelligencia technique périmée dans les multinationales où elle s éloigne de l ingénierie pour entrer dans le controling, la gestion des stocks et le management. Quelle destruction de talents et d énergie !
- Nos pharmaciens sont des vendeurs de medicaments des autres firmes pharmaceutiques. Ils ne sont pas différents de ""docta"" au marché Mokolo dans la fonction de distributeur de comprimés et capsules.
-...
Faisons attention! Sinon dans quelques décennies nous, nos enfants, seront là à pleurer ! Et ce sera un gros zéro tout rond.
[2020-11-23 10:21] None: Bien dit ! 
Par quel bout devons- nous tenter d'apporter des solutions aux problèmes évoqués ?
Pour ma part, je pense qu'il est plus que urgent de promouvoir la formation technique, de former nos jeunes aux nouvelles technologies. Le numérique doit s'inscrire comme une langue vivante dans nos programmes scolaires.
[2020-11-23 11:23] None: Bonne remarque, je pense que nous sommes submergé de ces solutions toutes faites venues d'ailleurs et nous n'arrivons pas à développer des solutions endogènes. Il est temps de s'y coller, mais ça demande beaucoup de sacrifice, et un travail d'équipe.
[2020-11-23 16:21] None: Très important mon frère
[2020-11-24 02:49] None: 👍👍👍👍👍
[2020-11-25 02:58] Elisee Yonta: Est ce que c est le demontage qui va rembourser l argent?
[2020-11-25 06:30] None: Good
[2020-11-25 13:16] None: Nous avons été piégés par la prédation internationale. L’enjeu est la souveraineté de notre état  sur notre force de travail qui est le talon d’Achille de notre souveraineté individuelle, puis collective. Aujourd’hui, l’Afrique francophone réclame un nouveau contrat social où le travail sera épanouissant et sa rémunération plus équitable. Le nouveau point de départ, c’est la conception et l’implémentation d’un nouveau contrat social pour mettre urgemment notre force de production au travail, afin de satisfaire nos besoins de survie, d’équilibre et d’équité, et chasser loin de nous le vice et l’ennui qui sont le lot des sans emplois de chez nous qui sont plus de 80% de force vive nationale. Nous devons être assez inventifs pour créer des entreprises à haute intensité de main d’œuvre afin de constituer un marché intérieur pour des produits à son goût et qui satisfasse ses besoins vitaux que sont: l’alimentation, le vêtement, la formation, la santé et le logement. Nous avons notre petite idée sur le comment. Inbox. Merci
[2020-11-25 14:24] None: Pardon il faut cesser parfois cette continuelle victimisation et travailler, avant de rechercher un travail équitable il faut travailler déjà, on ne peut pas continuellement faire croire aux gens qu'ils peuvent avoir une vie au dessus du besoin sans se tuer à la tâche. Il faut travailler plus que les autres pour prétendre devoir gagner au moins autant.
[2020-11-25 14:35] Jéhu Nicolas Konda Yansa: Très juste !
[2020-11-25 15:10] None: Monsieur Kamwa, 
Si vous n’appréhendez pas bien notre idée formulée, vous pouvez nous retrouver INBOX et on échange. C’est plus poli.
[2020-11-25 15:27] None: Non, ce n'est pas une question d'appréhender l'idée ou autre, juste que nous ne devons pas non plus verser dans l'extrémisme, ça détourne de l'essentiel, il n'y a pas un monde des noirs et un autres des blancs, d'ailleurs qu'il n'y a pas que ces deux races, il y a juste un seul monde, et noirs ou blancs, bons ou méchants, nous devons tous y vivre.
[2020-11-25 15:38] None: Qu’est ce qui est juste Nicolas ? Pourquoi serez-vous toujours des contrepoids à cause de votre narcissisme ? Lisez les autres attentivement au moins !
[2020-11-25 15:43] None: Pour moi, voici ce que nous devons faire, au risque de me répéter:

Le nouveau point de départ, c’est la conception et l’implémentation d’un nouveau contrat social pour mettre urgemment notre force de production au travail, afin de satisfaire nos besoins de survie, d’équilibre et d’équité, et chasser loin de nous le vice et l’ennui qui sont le lot des sans emplois de chez nous qui sont plus de 80% de force vive nationale. Nous devons être assez inventifs pour créer des entreprises à haute intensité de main d’œuvre afin de constituer un marché intérieur pour des produits à son goût et qui satisfasse ses besoins vitaux que sont: l’alimentation, le vêtement, la formation, la santé et le logement. Nous avons notre petite idée sur le comment. Inbox. Merci
[2020-11-25 15:49] None: On est tous d'accord sur ce point(moi au moins en tout cas), sauf que le problème posé pour arriver à cette conclusion est tout autre, et là il y a problème.
[2020-11-25 18:37] Jéhu Nicolas Konda Yansa: Je regrette et retire mes propos ci dessus.
[2020-11-26 11:03] None: Si nous sommes d’accord sur le point, avançons avec l’accord. C’est plus sage d’avancer avec l’éclairage et éviter l’écueil que de se retourner vers la source de la lumière au risque de s’éblouir. 
Si la solution est bonne, alors le problème a été bien formulé. La solution ne saurait être en dehors du problème.
[2020-11-26 11:21] None: 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
[2020-11-26 13:16] None: Je valide
[2020-11-27 02:30] None: Bonjour Basile KAMWA
Bonjour Jehu Nicolas 
Bonjour Samuel MIAFFO
Bonjour Dominique Jahfort

Je suis heureux que mon post ait attiré votre attention. 

Basile, nous sommes d’accord comme plus haut. Je crois que le travail que nous faisons ici est fondamental parce qu’il est fondateur des bases du travail individuel à faire par chacun.  
Nous ne pouvons pas avancer sans faire le point et comprendre comment nous avons échoué jusqu’ici.  Voici ma démarche que je vous propose. 
1. « Oui ! Je suis le gardien de mon frère » je m’engage à travailler sans salaire pour que mon frère soit à l’abri du danger. 
2. Je dois travailler à la structuration du travail de ma communauté afin que celui-ci lui soit rétribué à sa juste valeur de manière équitable. Pour ceci j’ai besoin de m’appuyer sur les ressources  et les intelligences de mon peuple. (C’est Vous respectables forumistes)
3. C’est l’entreprise coopérative (je ne dis pas la coopérative d’entreprises) la forme juridique, la voie idoine la plus favorable aujourd’hui  pour garantir l’équité dans le traitement des travailleurs qui seront tous et chacun copropriétaire de leur entreprise.  AUSCOOP/OHADA.  
4. C’est un alignement strict des ressources de notre écosystème qui nous permettra une optimisation de leur exploitation et une défense face à la prédation internationale.  Une de ces ressources c’est le FONDS DE DÉVELOPPEMENT DE L’AFRIQUE (du CAMEROUN) que la diaspora doit IMMÉDIATEMENT mettre en place pour nous affranchir des fonds vautours des AFD et des institutions financières de la prédation internationale.  L’autre ressource est notre domaine foncier national abandonné à un gouvernement incapable. Nous devons l’investir pour l’exploiter d’une manière dense intense et intelligente. 
Nous devons créer notre communauté économique en incitant les uns et les autres à produire d’abord pour notre consommation avant de penser aller à la conquête des marchés.  Nous devons PRODUIRE CE QUE NOUS CONSOMMONS pour CONSOMMER CE QUE NOUS PRODUISONS. 
Nous devons développer notre modèle économique qui soit INTÈGRE INTÉGRAL INTÉGRATIF et IMMUN.
Nous sommes sur le terrain déjà. Nous sommes à l’œuvre et attendons les adhésions.
[2020-11-27 03:04] None: Bingo
[2020-11-27 03:43] None: Merci gd frère  🙏🙏 Cest vraiment bien expliqué  et ce que tu dis semble vraiment bon .

 Je suis d'accord avec tout ce que tu as dit mais je pense pour le 1et point ; il faut faire une certaine enquête de moralité sur les personnes avec qui ce point N° 1 devrait s'appliquer pcq je pense que si l'objectif  le but a atteindre est commun que tous autant que nous sommes ; nous avançons comme une famille soudée dans ce sens , on y arrivera. 
J'évoque ici certains qui voudraient avancer peut être dans un esprit de compétition ou voudrais faire cavalier seul plus tard (cest ce qu'on reproche à NEOSSI).
[2020-11-27 04:01] None: 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
[2020-11-27 04:35] None: C’est tout un concept. Nous avons juste levé le voile. 
La GUERRE ÉCONOMIQUE que nous subissons pour l’instant doit être gagner. Pour le faire nous devons livrer bataille, c’est à dire être sur le front.  Nous devons occuper le terrain économique en changeant de paradigmes pour espérer faire bouger les lignes. Nous y sommes. Nous sommes au Cameroun. 
Comme à la guerre, nous devons bâtir des stratégies, inventer nos propres techniques de combat jusqu’à ce que l’ennemi batte en retraite et abandonne.
[2020-11-27 05:13] None: Whaooo ✊✊
[2020-11-27 07:37] None: Salut, désolé de ne pas te suivre sur ce terrain, en mathématiques on démontre qu'une proposition vraie implique une proposition vraie, on démontre aussi qu'une proposition fausse peut impliquer tout autant une proposition vraie qu'une proposition fausse, donc avoir des objectifs communs ne justifie pas tes hypothèses. Je me méfie des problèmes mal posés, ce n'est rien d'autre qu'une perte de temps et de ressources. Quand on est sérieux on assoit ses efforts sur des arguments solides, pas sur de supposés conflits, ennemis, et que sait je encore. Si j'ai mon projet et que je me rend compte que je peux bénéficier des financements de proparco ou de la BEI je devrais m'en détourner ? Mon père me le répète encore souvent, ""il faut se faire l'âne pour mieux manger le foin"". Le faible ne peut pas s'autoriser de combattre à moins d'être suicidaire, la Chine est forte aujourd'hui pas parce qu'elle tape de la main sur la poitrine, mais parce que pendant qu'elle était faible elle a su se faire son chemin à travers la jungle.
[2020-11-27 10:11] Charlie Martial Ngounou: Absolument d'accord. Nous ne devons pas être dans un optimisme béat ou dans un enthousiasme mal informé. Dans la jungle actuelle, nous n'avons pas les mêmes moyens. Nous n'en avons même pas assez... Il faut vraiment se faire l'âne, et l'exemple de l'Asie est là pour nous le démontrer. Nous ne devons pas faire l'anti-occidentalisme inutile. A l'heure, il est impossible de faire en mode auto. Impossible. Nous avons probablement les ressources... Avons nous les moyens de les exploiter optimalement pour rivaliser avec les autres ? NON. Les autres qui voient ces ressources comme vitales pour leur survie nous laisseront-ils gentiment en user sans nous combattre avec toutes les armes militaires, politiques, socio-médiatiques , culturelles et économiques ?  NON. Nous devons donc simplement trouver la bonne stratégie. Sinon, nous ne sommes pas vraiment les mieux lotis dans ce combat. Et l'accepter et en convenir sont un préalable indispensable pour ne pas se tromper de problème, et donc de solution.
[2020-11-27 10:20] None: ... donc, nous devons faire l’âne pour manger le son.
[2020-11-27 10:21] Charlie Martial Ngounou: enjoy.
[2020-11-27 10:21] None: Très clair Charlie. Excellent je trouve👍🏽
[2020-12-03 01:42] Elisee Yonta: De quelle banque d affaires parles tu dans un pays ou les marches financiers ne fonctionnent pas???
[2020-12-03 09:45] Jéhu Nicolas Konda Yansa: [""Afriland est définitivement un banquier d'affaires (voir def sur wikipédia "",{""type"":""link"",""text"":""https://fr.wikipedia.org/wiki/Banque_d%27affaires""},""). \nPlus ailleurs qu'au Camer.\nLes marchés financiers c'est l'interface \""investisseurs - creanciers\""; si leurs activités est faible ou sous médiatisée, ça ne veut pas dire qu'elle est complètement absente.\n\nvoir les rapports annuels dans l'onglet \""nous connaitre\"" de leur site : "",{""type"":""link"",""text"":""https://www.afrilandfirstbank.com/index.php/fr/""},""  \nTu verras que c'est plus les affaires que les dépôts des/pour particuliers qui génère leur beurre.\n\net ses chiffres de 2016 : \nBilan comptable en augmentation 2,98 Mds € (2016) (1955 Mds XAF). \nRésultat net 19 M€ (2016) (12,58 Mds XAF)\nen augmentation + 5,3%\n\nchiffres 2018 que j'ai pris de leur rapport 2018 qui est sur leur site :\nLe résultat net enregistre sa meilleure\nprogression, passant de F CFA 3,6 milliards à F\nCFA 8,6 milliards cette année, soit une hausse\n de 138% par rapport à l’année\ndernière""]"
